VALUE,BPS_CODE,ZONE,BPS_MODEL,BPS_NAME
-9999,-9999,na,na,No Data
11,11,na,na,Open Water
12,12,na,na,Perrennial Ice/Snow
31,31,na,na,Barren-Rock/Sand/Clay
414,10010,10,1010010,Inter-Mountain Basins Sparsely Vegetated Systems
415,10060,10,1010060,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems
416,10110,10,1010110,Rocky Mountain Aspen Forest and Woodland
417,10451,10,1010451,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Ponderosa Pine-Douglas-fir
418,10452,10,1010452,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Larch
419,10453,10,1010453,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Grand Fir
420,10460,10,1010460,Northern Rocky Mountain Subalpine Woodland and Parkland
421,10471,10,1010471,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest
422,10472,10,1010472,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest - Cedar Groves
423,10530,10,1010530,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna
424,10550,10,1010550,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
425,10560,10,1010560,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
426,10620,10,1010620,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland
427,10650,10,1010650,Columbia Plateau Scabland Shrubland
428,10700,10,1010700,Rocky Mountain Alpine Dwarf-Shrubland
429,10790,10,1010790,Great Basin Xeric Mixed Sagebrush Shrubland
430,10800,10,1010800,Inter-Mountain Basins Big Sagebrush Shrubland
431,11060,10,1011060,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland
432,11150,10,1011150,Inter-Mountain Basins Juniper Savanna
433,11230,10,1011230,Columbia Plateau Steppe and Grassland
434,11240,10,1011240,Columbia Plateau Low Sagebrush Steppe
435,11250,10,1011250,Inter-Mountain Basins Big Sagebrush Steppe
436,11260,10,1011260,Inter-Mountain Basins Montane Sagebrush Steppe
437,11270,10,1011270,Inter-Mountain Basins Semi-Desert Shrub-Steppe
438,11340,10,1011340,Columbia Basin Foothill and Canyon Dry Grassland
439,11350,10,1011350,Inter-Mountain Basins Semi-Desert Grassland
440,11390,10,1011390,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland
441,11400,10,1011400,Northern Rocky Mountain Subalpine-Upper Montane Grassland
442,11420,10,1011420,Columbia Basin Palouse Prairie
443,11450,10,1011450,Rocky Mountain Subalpine-Montane Mesic Meadow
444,11530,10,1011530,Inter-Mountain Basins Greasewood Flat
445,11540,10,1011540,Inter-Mountain Basins Montane Riparian Systems
446,11590,10,1011590,Rocky Mountain Montane Riparian Systems
447,11600,10,1011600,Rocky Mountain Subalpine/Upper Montane Riparian Systems
448,11610,10,1011610,Northern Rocky Mountain Conifer Swamp
449,11660,10,1011660,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland
450,11670,10,1011670,Rocky Mountain Poor-Site Lodgepole Pine Forest
451,10010,19,1910010,Inter-Mountain Basins Sparsely Vegetated Systems
452,10060,19,1910060,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems
453,10090,19,1910090,Northwestern Great Plains Aspen Forest and Parkland
454,10110,19,1910110,Rocky Mountain Aspen Forest and Woodland
455,10190,19,1910190,Great Basin Pinyon-Juniper Woodland
456,10451,19,1910451,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Ponderosa Pine-Douglas-fir
457,10452,19,1910452,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Larch
458,10453,19,1910453,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Grand Fir
459,10460,19,1910460,Northern Rocky Mountain Subalpine Woodland and Parkland
460,10471,19,1910471,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest
461,10472,19,1910472,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest - Cedar Groves
462,10490,19,1910490,Rocky Mountain Foothill Limber Pine-Juniper Woodland
463,10530,19,1910530,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna
464,10550,19,1910550,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
465,10560,19,1910560,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
466,10620,19,1910620,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland
467,10700,19,1910700,Rocky Mountain Alpine Dwarf-Shrubland
468,10800,19,1910800,Inter-Mountain Basins Big Sagebrush Shrubland
469,10810,19,1910810,Inter-Mountain Basins Mixed Salt Desert Scrub
470,11060,19,1911060,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland
471,11150,19,1911150,Inter-Mountain Basins Juniper Savanna
472,11240,19,1911240,Columbia Plateau Low Sagebrush Steppe
473,11250,19,1911250,Inter-Mountain Basins Big Sagebrush Steppe
474,11260,19,1911260,Inter-Mountain Basins Montane Sagebrush Steppe
475,11390,19,1911390,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland
476,11400,19,1911400,Northern Rocky Mountain Subalpine-Upper Montane Grassland
477,11430,19,1911430,Rocky Mountain Alpine Fell-Field
478,11440,19,1911440,Rocky Mountain Alpine Turf
479,11450,19,1911450,Rocky Mountain Subalpine-Montane Mesic Meadow
480,11530,19,1911530,Inter-Mountain Basins Greasewood Flat
481,11540,19,1911540,Inter-Mountain Basins Montane Riparian Systems
482,11590,19,1911590,Rocky Mountain Montane Riparian Systems
483,11600,19,1911600,Rocky Mountain Subalpine/Upper Montane Riparian Systems
484,11610,19,1911610,Northern Rocky Mountain Conifer Swamp
485,11661,19,1911661,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland
486,11662,19,1911662,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland - Fire-maintained Savanna
487,11670,19,1911670,Rocky Mountain Poor-Site Lodgepole Pine Forest
488,10010,13,1310010,Inter-Mountain Basins Sparsely Vegetated Systems
489,10040,13,1310040,North American Warm Desert Sparsely Vegetated Systems
490,10060,13,1310060,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems
491,10160,13,1310160,Colorado Plateau Pinyon-Juniper Woodland
492,10190,13,1310190,Great Basin Pinyon-Juniper Woodland
493,10200,13,1310200,Inter-Mountain Basins Subalpine Limber-Bristlecone Pine Woodland
494,10520,13,1310520,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
495,10540,13,1310540,Southern Rocky Mountain Ponderosa Pine Woodland
496,10610,13,1310610,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland
497,10620,13,1310620,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland
498,10790,13,1310790,Great Basin Xeric Mixed Sagebrush Shrubland
499,10800,13,1310800,Inter-Mountain Basins Big Sagebrush Shrubland
500,10810,13,1310810,Inter-Mountain Basins Mixed Salt Desert Scrub
501,10820,13,1310820,Mojave Mid-Elevation Mixed Desert Scrub
502,10860,13,1310860,Rocky Mountain Lower Montane-Foothill Shrubland
503,10870,13,1310870,Sonora-Mojave Creosotebush-White Bursage Desert Scrub
504,10880,13,1310880,Sonora-Mojave Mixed Salt Desert Scrub
505,10910,13,1310910,Sonoran Mid-Elevation Desert Scrub
506,10930,13,1310930,Southern Colorado Plateau Sand Shrubland
507,11020,13,1311020,Colorado Plateau Pinyon-Juniper Shrubland
508,11030,13,1311030,Great Basin Semi-Desert Chaparral
509,11040,13,1311040,Mogollon Chaparral
510,11070,13,1311070,Rocky Mountain Gambel Oak-Mixed Montane Shrubland
511,11080,13,1311080,Sonora-Mojave Semi-Desert Chaparral
512,11090,13,1311090,Sonoran Paloverde-Mixed Cacti Desert Scrub
513,11150,13,1311150,Inter-Mountain Basins Juniper Savanna
514,11170,13,1311170,Southern Rocky Mountain Ponderosa Pine Savanna
515,11250,13,1311250,Inter-Mountain Basins Big Sagebrush Steppe
516,11260,13,1311260,Inter-Mountain Basins Montane Sagebrush Steppe
517,11270,13,1311270,Inter-Mountain Basins Semi-Desert Shrub-Steppe
518,11350,13,1311350,Inter-Mountain Basins Semi-Desert Grassland
519,11450,13,1311450,Rocky Mountain Subalpine-Montane Mesic Meadow
520,11530,13,1311530,Inter-Mountain Basins Greasewood Flat
521,11540,13,1311540,Inter-Mountain Basins Montane Riparian Systems
522,11551,13,1311551,North American Warm Desert Riparian Systems
523,11552,13,1311552,North American Warm Desert Riparian Systems - Stringers
524,11590,13,1311590,Rocky Mountain Montane Riparian Systems
525,10040,14,1410040,North American Warm Desert Sparsely Vegetated Systems
526,10160,14,1410160,Colorado Plateau Pinyon-Juniper Woodland
527,10190,14,1410190,Great Basin Pinyon-Juniper Woodland
528,10230,14,1410230,Madrean Encinal
529,10240,14,1410240,Madrean Lower Montane Pine-Oak Forest and Woodland
530,10250,14,1410250,Madrean Pinyon-Juniper Woodland
531,10540,14,1410540,Southern Rocky Mountain Ponderosa Pine Woodland
532,10800,14,1410800,Inter-Mountain Basins Big Sagebrush Shrubland
533,10820,14,1410820,Mojave Mid-Elevation Mixed Desert Scrub
534,10870,14,1410870,Sonora-Mojave Creosotebush-White Bursage Desert Scrub
535,10880,14,1410880,Sonora-Mojave Mixed Salt Desert Scrub
536,10900,14,1410900,Sonoran Granite Outcrop Desert Scrub
537,10910,14,1410910,Sonoran Mid-Elevation Desert Scrub
538,11040,14,1411040,Mogollon Chaparral
539,11080,14,1411080,Sonora-Mojave Semi-Desert Chaparral
540,11090,14,1411090,Sonoran Paloverde-Mixed Cacti Desert Scrub
541,11150,14,1411150,Inter-Mountain Basins Juniper Savanna
542,11210,14,1411210,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe
543,11270,14,1411270,Inter-Mountain Basins Semi-Desert Shrub-Steppe
544,11350,14,1411350,Inter-Mountain Basins Semi-Desert Grassland
545,11551,14,1411551,North American Warm Desert Riparian Systems
546,11552,14,1411552,North American Warm Desert Riparian Systems - Stringers
547,10080,3,310080,North Pacific Oak Woodland
548,10150,3,310150,California Coastal Redwood Forest
549,10210,3,310210,Klamath-Siskiyou Lower Montane Serpentine Mixed Conifer Woodland
550,10220,3,310220,Klamath-Siskiyou Upper Montane Serpentine Mixed Conifer Woodland
551,10270,3,310270,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland
552,10280,3,310280,Mediterranean California Mesic Mixed Conifer Forest and Woodland
553,10290,3,310290,Mediterranean California Mixed Oak Woodland
554,10300,3,310300,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland
555,10310,3,310310,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland
556,10320,3,310320,Mediterranean California Red Fir Forest
557,10330,3,310330,Mediterranean California Subalpine Woodland
558,10390,3,310390,North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest
559,10430,3,310430,Mediterranean California Mixed Evergreen Forest
560,10440,3,310440,Northern California Mesic Subalpine Woodland
561,10960,3,310960,California Maritime Chaparral
562,10970,3,310970,California Mesic Chaparral
563,10980,3,310980,California Montane Woodland and Chaparral
564,10990,3,310990,California Xeric Serpentine Chaparral
565,11050,3,311050,Northern and Central California Dry-Mesic Chaparral
566,11130,3,311130,California Coastal Live Oak Woodland and Savanna
567,11140,3,311140,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna
568,11280,3,311280,Northern California Coastal Scrub
569,11300,3,311300,California Mesic Serpentine Grassland
570,11310,3,311310,California Northern Coastal Grassland
571,11370,3,311370,Mediterranean California Subalpine Meadow
572,11380,3,311380,North Pacific Montane Grassland
573,11520,3,311520,California Montane Riparian Systems
574,11630,3,311630,Pacific Coastal Marsh Systems
575,11700,3,311700,Klamath-Siskiyou Xeromorphic Serpentine Savanna and Chaparral
576,11770,3,311770,California Coastal Closed-Cone Conifer Forest and Woodland
577,10010,6,610010,Inter-Mountain Basins Sparsely Vegetated Systems
578,10020,6,610020,Mediterranean California Sparsely Vegetated Systems
579,10110,6,610110,Rocky Mountain Aspen Forest and Woodland
580,10170,6,610170,Columbia Plateau Western Juniper Woodland and Savanna
581,10190,6,610190,Great Basin Pinyon-Juniper Woodland
582,10200,6,610200,Inter-Mountain Basins Subalpine Limber-Bristlecone Pine Woodland
583,10210,6,610210,Klamath-Siskiyou Lower Montane Serpentine Mixed Conifer Woodland
584,10270,6,610270,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland
585,10280,6,610280,Mediterranean California Mesic Mixed Conifer Forest and Woodland
586,10290,6,610290,Mediterranean California Mixed Oak Woodland
587,10300,6,610300,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland
588,10310,6,610310,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland
589,10321,6,610321,Mediterranean California Red Fir Forest - Cascades
590,10322,6,610322,Mediterranean California Red Fir Forest - Southern Sierra
591,10330,6,610330,Mediterranean California Subalpine Woodland
592,10340,6,610340,Mediterranean California Mesic Serpentine Woodland and Chaparral
593,10430,6,610430,Mediterranean California Mixed Evergreen Forest
594,10440,6,610440,Northern California Mesic Subalpine Woodland
595,10510,6,610510,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
596,10581,6,610581,Sierra Nevada Subalpine Lodgepole Pine Forest and Woodland - Wet
597,10582,6,610582,Sierra Nevada Subalpine Lodgepole Pine Forest and Woodland - Dry
598,10610,6,610610,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland
599,10620,6,610620,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland
600,10670,6,610670,Mediterranean California Alpine Fell-Field
601,10710,6,610710,Sierra Nevada Alpine Dwarf-Shrubland
602,10790,6,610790,Great Basin Xeric Mixed Sagebrush Shrubland
603,10800,6,610800,Inter-Mountain Basins Big Sagebrush Shrubland
604,10810,6,610810,Inter-Mountain Basins Mixed Salt Desert Scrub
605,10820,6,610820,Mojave Mid-Elevation Mixed Desert Scrub
606,10870,6,610870,Sonora-Mojave Creosotebush-White Bursage Desert Scrub
607,10970,6,610970,California Mesic Chaparral
608,10980,6,610980,California Montane Woodland and Chaparral
609,11030,6,611030,Great Basin Semi-Desert Chaparral
610,11050,6,611050,Northern and Central California Dry-Mesic Chaparral
611,11140,6,611140,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna
612,11250,6,611250,Inter-Mountain Basins Big Sagebrush Steppe
613,11260,6,611260,Inter-Mountain Basins Montane Sagebrush Steppe
614,11360,6,611360,Mediterranean California Alpine Dry Tundra
615,11370,6,611370,Mediterranean California Subalpine Meadow
616,11380,6,611380,North Pacific Montane Grassland
617,11520,6,611520,California Montane Riparian Systems
618,11530,6,611530,Inter-Mountain Basins Greasewood Flat
619,11540,6,611540,Inter-Mountain Basins Montane Riparian Systems
620,10010,9,910010,Inter-Mountain Basins Sparsely Vegetated Systems
621,10060,9,910060,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems
622,10110,9,910110,Rocky Mountain Aspen Forest and Woodland
623,10170,9,910170,Columbia Plateau Western Juniper Woodland and Savanna
624,10190,9,910190,Great Basin Pinyon-Juniper Woodland
625,10200,9,910200,Inter-Mountain Basins Subalpine Limber-Bristlecone Pine Woodland
626,10450,9,910450,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest
627,10460,9,910460,Northern Rocky Mountain Subalpine Woodland and Parkland
628,10470,9,910470,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest
629,10531,9,910531,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Mesic
630,10532,9,910532,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Xeric
631,10550,9,910550,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
632,10560,9,910560,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
633,10610,9,910610,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland
634,10620,9,910620,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland
635,10650,9,910650,Columbia Plateau Scabland Shrubland
636,10790,9,910790,Great Basin Xeric Mixed Sagebrush Shrubland
637,10800,9,910800,Inter-Mountain Basins Big Sagebrush Shrubland
638,10810,9,910810,Inter-Mountain Basins Mixed Salt Desert Scrub
639,11060,9,911060,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland
640,11230,9,911230,Columbia Plateau Steppe and Grassland
641,11240,9,911240,Columbia Plateau Low Sagebrush Steppe
642,11250,9,911250,Inter-Mountain Basins Big Sagebrush Steppe
643,11260,9,911260,Inter-Mountain Basins Montane Sagebrush Steppe
644,11270,9,911270,Inter-Mountain Basins Semi-Desert Shrub-Steppe
645,11340,9,911340,Columbia Basin Foothill and Canyon Dry Grassland
646,11350,9,911350,Inter-Mountain Basins Semi-Desert Grassland
647,11390,9,911390,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland
648,11400,9,911400,Northern Rocky Mountain Subalpine-Upper Montane Grassland
649,11420,9,911420,Columbia Basin Palouse Prairie
650,11430,9,911430,Rocky Mountain Alpine Fell-Field
651,11450,9,911450,Rocky Mountain Subalpine-Montane Mesic Meadow
652,11530,9,911530,Inter-Mountain Basins Greasewood Flat
653,11540,9,911540,Inter-Mountain Basins Montane Riparian Systems
654,11590,9,911590,Rocky Mountain Montane Riparian Systems
655,11600,9,911600,Rocky Mountain Subalpine/Upper Montane Riparian Systems
656,11610,9,911610,Northern Rocky Mountain Conifer Swamp
657,11650,9,911650,Northern Rocky Mountain Foothill Conifer Wooded Steppe
658,11660,9,911660,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland
659,11670,9,911670,Rocky Mountain Poor-Site Lodgepole Pine Forest
660,10010,8,810010,Inter-Mountain Basins Sparsely Vegetated Systems
661,10170,8,810170,Columbia Plateau Western Juniper Woodland and Savanna
662,10450,8,810450,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest
663,10470,8,810470,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest
664,10531,8,810531,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Mesic
665,10550,8,810550,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
666,10560,8,810560,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
667,10610,8,810610,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland
668,10650,8,810650,Columbia Plateau Scabland Shrubland
669,10800,8,810800,Inter-Mountain Basins Big Sagebrush Shrubland
670,10810,8,810810,Inter-Mountain Basins Mixed Salt Desert Scrub
671,11060,8,811060,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland
672,11230,8,811230,Columbia Plateau Steppe and Grassland
673,11240,8,811240,Columbia Plateau Low Sagebrush Steppe
674,11250,8,811250,Inter-Mountain Basins Big Sagebrush Steppe
675,11260,8,811260,Inter-Mountain Basins Montane Sagebrush Steppe
676,11270,8,811270,Inter-Mountain Basins Semi-Desert Shrub-Steppe
677,11340,8,811340,Columbia Basin Foothill and Canyon Dry Grassland
678,11350,8,811350,Inter-Mountain Basins Semi-Desert Grassland
679,11390,8,811390,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland
680,11420,8,811420,Columbia Basin Palouse Prairie
681,11530,8,811530,Inter-Mountain Basins Greasewood Flat
682,11540,8,811540,Inter-Mountain Basins Montane Riparian Systems
683,11590,8,811590,Rocky Mountain Montane Riparian Systems
684,11600,8,811600,Rocky Mountain Subalpine/Upper Montane Riparian Systems
685,11650,8,811650,Northern Rocky Mountain Foothill Conifer Wooded Steppe
686,10110,21,2110110,Rocky Mountain Aspen Forest and Woodland
687,10120,21,2110120,Rocky Mountain Bigtooth Maple Ravine Woodland
688,10450,21,2110450,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest
689,10460,21,2110460,Northern Rocky Mountain Subalpine Woodland and Parkland
690,10490,21,2110490,Rocky Mountain Foothill Limber Pine-Juniper Woodland
691,10510,21,2110510,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
692,10520,21,2110520,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
693,10550,21,2110550,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
694,10560,21,2110560,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
695,10620,21,2110620,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland
696,10700,21,2110700,Rocky Mountain Alpine Dwarf-Shrubland
697,10801,21,2110801,Inter-Mountain Basins Big Sagebrush Shrubland - Basin Big Sagebrush
698,10802,21,2110802,Inter-Mountain Basins Big Sagebrush Shrubland - Wyoming Big Sagebrush
699,10810,21,2110810,Inter-Mountain Basins Mixed Salt Desert Scrub
700,10860,21,2110860,Rocky Mountain Lower Montane-Foothill Shrubland
701,11060,21,2111060,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland
702,11150,21,2111150,Inter-Mountain Basins Juniper Savanna
703,11240,21,2111240,Columbia Plateau Low Sagebrush Steppe
704,11260,21,2111260,Inter-Mountain Basins Montane Sagebrush Steppe
705,11270,21,2111270,Inter-Mountain Basins Semi-Desert Shrub-Steppe
706,11390,21,2111390,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland
707,11400,21,2111400,Northern Rocky Mountain Subalpine-Upper Montane Grassland
708,11430,21,2111430,Rocky Mountain Alpine Fell-Field
709,11440,21,2111440,Rocky Mountain Alpine Turf
710,11450,21,2111450,Rocky Mountain Subalpine-Montane Mesic Meadow
711,11530,21,2111530,Inter-Mountain Basins Greasewood Flat
712,11590,21,2111590,Rocky Mountain Montane Riparian Systems
713,11600,21,2111600,Rocky Mountain Subalpine/Upper Montane Riparian Systems
714,11610,21,2111610,Northern Rocky Mountain Conifer Swamp
715,11660,21,2111660,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland
716,11670,21,2111670,Rocky Mountain Poor-Site Lodgepole Pine Forest
717,10010,1,110010,Inter-Mountain Basins Sparsely Vegetated Systems
718,10030,1,110030,North Pacific Sparsely Vegetated Systems
719,10060,1,110060,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems
720,10080,1,110080,North Pacific Oak Woodland
721,10180,1,110180,East Cascades Mesic Montane Mixed-Conifer Forest and Woodland
722,10350,1,110350,North Pacific Dry Douglas-fir(-Madrone) Forest and Woodland
723,10360,1,110360,North Pacific Hypermaritime Sitka Spruce Forest
724,10370,1,110370,North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest
725,10380,1,110380,North Pacific Maritime Mesic Subalpine Parkland
726,10390,1,110390,North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest
727,10411,1,110411,North Pacific Mountain Hemlock Forest - Wet
728,10412,1,110412,North Pacific Mountain Hemlock Forest - Xeric
729,10420,1,110420,North Pacific Mesic Western Hemlock-Silver Fir Forest
730,10450,1,110450,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest
731,10460,1,110460,Northern Rocky Mountain Subalpine Woodland and Parkland
732,10531,1,110531,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Mesic
733,10550,1,110550,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
734,10560,1,110560,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
735,10600,1,110600,East Cascades Oak-Ponderosa Pine Forest and Woodland
736,10630,1,110630,North Pacific Broadleaf Landslide Forest and Shrubland
737,10650,1,110650,Columbia Plateau Scabland Shrubland
738,10680,1,110680,North Pacific Dry and Mesic Alpine Dwarf-Shrubland or Fell-field or Meadow
739,10800,1,110800,Inter-Mountain Basins Big Sagebrush Shrubland
740,10830,1,110830,North Pacific Avalanche Chute Shrubland
741,10840,1,110840,North Pacific Montane Shrubland
742,11060,1,111060,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland
743,11200,1,111200,Willamette Valley Upland Prairie and Savanna
744,11230,1,111230,Columbia Plateau Steppe and Grassland
745,11240,1,111240,Columbia Plateau Low Sagebrush Steppe
746,11250,1,111250,Inter-Mountain Basins Big Sagebrush Steppe
747,11260,1,111260,Inter-Mountain Basins Montane Sagebrush Steppe
748,11380,1,111380,North Pacific Montane Grassland
749,11540,1,111540,Inter-Mountain Basins Montane Riparian Systems
750,11560,1,111560,North Pacific Lowland Riparian Forest and Shrubland
751,11570,1,111570,North Pacific Swamp Systems
752,11581,1,111581,North Pacific Montane Riparian Woodland and Shrubland - Wet
753,11582,1,111582,North Pacific Montane Riparian Woodland and Shrubland - Dry
754,11650,1,111650,Northern Rocky Mountain Foothill Conifer Wooded Steppe
755,11670,1,111670,Rocky Mountain Poor-Site Lodgepole Pine Forest
756,11710,1,111710,North Pacific Alpine and Subalpine Dry Grassland
757,11730,1,111730,North Pacific Wooded Volcanic Flowage
758,11740,1,111740,North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest
759,11780,1,111780,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest
760,10080,2,210080,North Pacific Oak Woodland
761,10150,2,210150,California Coastal Redwood Forest
762,10210,2,210210,Klamath-Siskiyou Lower Montane Serpentine Mixed Conifer Woodland
763,10220,2,210220,Klamath-Siskiyou Upper Montane Serpentine Mixed Conifer Woodland
764,10270,2,210270,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland
765,10280,2,210280,Mediterranean California Mesic Mixed Conifer Forest and Woodland
766,10290,2,210290,Mediterranean California Mixed Oak Woodland
767,10300,2,210300,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland
768,10310,2,210310,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland
769,10320,2,210320,Mediterranean California Red Fir Forest
770,10350,2,210350,North Pacific Dry Douglas-fir(-Madrone) Forest and Woodland
771,10360,2,210360,North Pacific Hypermaritime Sitka Spruce Forest
772,10370,2,210370,North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest
773,10390,2,210390,North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest
774,10430,2,210430,Mediterranean California Mixed Evergreen Forest
775,10600,2,210600,East Cascades Oak-Ponderosa Pine Forest and Woodland
776,10630,2,210630,North Pacific Broadleaf Landslide Forest and Shrubland
777,11200,2,211200,Willamette Valley Upland Prairie and Savanna
778,11280,2,211280,Northern California Coastal Scrub
779,11310,2,211310,California Northern Coastal Grassland
780,11520,2,211520,California Montane Riparian Systems
781,11560,2,211560,North Pacific Lowland Riparian Forest and Shrubland
782,11570,2,211570,North Pacific Swamp Systems
783,11581,2,211581,North Pacific Montane Riparian Woodland and Shrubland - Wet
784,11582,2,211582,North Pacific Montane Riparian Woodland and Shrubland - Dry
785,11700,2,211700,Klamath-Siskiyou Xeromorphic Serpentine Savanna and Chaparral
786,11780,2,211780,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest
787,10010,7,710010,Inter-Mountain Basins Sparsely Vegetated Systems
788,10020,7,710020,Mediterranean California Sparsely Vegetated Systems
789,10030,7,710030,North Pacific Sparsely Vegetated Systems
790,10080,7,710080,North Pacific Oak Woodland
791,10110,7,710110,Rocky Mountain Aspen Forest and Woodland
792,10170,7,710170,Columbia Plateau Western Juniper Woodland and Savanna
793,10180,7,710180,East Cascades Mesic Montane Mixed-Conifer Forest and Woodland
794,10190,7,710190,Great Basin Pinyon-Juniper Woodland
795,10210,7,710210,Klamath-Siskiyou Lower Montane Serpentine Mixed Conifer Woodland
796,10220,7,710220,Klamath-Siskiyou Upper Montane Serpentine Mixed Conifer Woodland
797,10270,7,710270,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland
798,10280,7,710280,Mediterranean California Mesic Mixed Conifer Forest and Woodland
799,10290,7,710290,Mediterranean California Mixed Oak Woodland
800,10300,7,710300,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland
