VALUE,BPS_CODE,ZONE,BPS_MODEL,BPS_NAME
2226,17150,68,6817150,Alaska Arctic Floodplain
2227,16011,69,6916011,Western North American Boreal Treeline White Spruce Woodland - Boreal
2228,16030,69,6916030,Western North American Boreal White Spruce-Hardwood Forest
2229,16041,69,6916041,Western North American Boreal Mesic Black Spruce Forest - Boreal
2230,16050,69,6916050,Western North American Boreal Mesic Birch-Aspen Forest
2231,16062,69,6916062,Western North American Boreal Dry Aspen-Steppe Bluff - Higher Elevations
2232,16070,69,6916070,Western North American Boreal Subalpine Balsam Poplar-Aspen Woodland
2233,16090,69,6916090,Alaska Sub-boreal Mesic Subalpine Alder Shrubland
2234,16101,69,6916101,Western North American Boreal Mesic Scrub Birch-Willow Shrubland - Boreal
2235,16110,69,6916110,Western North American Sub-boreal Mesic Bluejoint Meadow
2236,16120,69,6916120,Western North American Boreal Dry Grassland
2237,16141,69,6916141,Western North American Boreal Montane Floodplain Forest and Shrubland - Boreal
2238,16170,69,6916170,Western North American Boreal Shrub and Herbaceous Floodplain Wetland
2239,16211,69,6916211,Western North American Boreal Black Spruce Dwarf-tree Peatland - Boreal Complex
2240,16220,69,6916220,Western North American Boreal Black Spruce Wet-Mesic Slope Woodland
2241,16240,69,6916240,Western North American Boreal Deciduous Shrub Swamp
2242,16280,69,6916280,Western North American Boreal Low Shrub-Tussock Tundra
2243,16290,69,6916290,Western North American Boreal Tussock Tundra
2244,16300,69,6916300,Western North American Boreal Wet Black Spruce-Tussock Woodland
2245,16310,69,6916310,Western North American Boreal Alpine Dwarf-Shrub Summit
2246,16330,69,6916330,Western North American Boreal Alpine Mesic Herbaceous Meadow
2247,16351,69,6916351,Western North American Boreal Alpine Ericaceous Dwarf-Shrubland - Complex
2248,16371,69,6916371,Western North American Boreal Alpine Floodplain - Lower Elevations
2249,16372,69,6916372,Western North American Boreal Alpine Floodplain - Higher Elevations
2250,16380,69,6916380,Alaska Arctic Mesic Alder Shrubland
2251,16390,69,6916390,Alaska Arctic Mesic-Wet Willow Shrubland
2252,16822,69,6916822,Alaska Arctic Scrub Birch-Ericaceous Shrubland - Frequent Fire
2253,16830,69,6916830,Alaska Arctic Mesic Sedge-Willow Tundra
2254,16840,69,6916840,Alaska Arctic Mesic Sedge-Dryas Tundra
2255,16850,69,6916850,Alaska Arctic Acidic Sparse Tundra
2256,16860,69,6916860,Alaska Arctic Non-Acidic Sparse Tundra
2257,16870,69,6916870,Alaska Arctic Lichen Tundra
2258,16880,69,6916880,Alaska Arctic Acidic Dryas Dwarf-Shrubland
2259,16890,69,6916890,Alaska Arctic Non-Acidic Dryas Dwarf-Shrubland
2260,16901,69,6916901,Alaska Arctic Dwarf-Shrubland - Frequent Fire
2261,16941,69,6916941,Alaska Arctic Tussock Tundra - Frequent Fire
2262,16970,69,6916970,Alaska Arctic Pendantgrass Freshwater Marsh
2263,16980,69,6916980,Alaska Arctic Wet Sedge Meadow
2264,16990,69,6916990,Alaska Arctic Mesic Herbaceous Meadow
2265,17050,69,6917050,Alaska Arctic Sedge Freshwater Marsh
2266,17060,69,6917060,Alaska Arctic Polygonal Ground Wet Sedge Tundra
2267,17080,69,6917080,Alaska Arctic Polygonal Ground Shrub-Tussock Tundra
2268,17150,69,6917150,Alaska Arctic Floodplain
2269,16011,70,7016011,Western North American Boreal Treeline White Spruce Woodland - Boreal
2270,16030,70,7016030,Western North American Boreal White Spruce-Hardwood Forest
2271,16041,70,7016041,Western North American Boreal Mesic Black Spruce Forest - Boreal
2272,16050,70,7016050,Western North American Boreal Mesic Birch-Aspen Forest
2273,16061,70,7016061,Western North American Boreal Dry Aspen-Steppe Bluff - Lower Elevations
2274,16062,70,7016062,Western North American Boreal Dry Aspen-Steppe Bluff - Higher Elevations
2275,16070,70,7016070,Western North American Boreal Subalpine Balsam Poplar-Aspen Woodland
2276,16080,70,7016080,Alaska Sub-boreal Avalanche Slope Shrubland
2277,16090,70,7016090,Alaska Sub-Boreal Mesic Subalpine Alder Shrubland
2278,16101,70,7016101,Western North American Boreal Mesic Scrub Birch-Willow Shrubland - Boreal
2279,16110,70,7016110,Western North American Sub-boreal Mesic Bluejoint Meadow
2280,16120,70,7016120,Western North American Boreal Dry Grassland
2281,16141,70,7016141,Western North American Boreal Montane Floodplain Forest and Shrubland - Boreal
2282,16150,70,7016150,Western North American Boreal Lowland Large River Floodplain Forest and Shrubland
2283,16160,70,7016160,Western North American Boreal Riparian Stringer Forest and Shrubland
2284,16170,70,7016170,Western North American Boreal Shrub and Herbaceous Floodplain Wetland
2285,16211,70,7016211,Western North American Boreal Black Spruce Dwarf-tree Peatland - Boreal Complex
2286,16220,70,7016220,Western North American Boreal Black Spruce Wet-Mesic Slope Woodland
2287,16240,70,7016240,Western North American Boreal Deciduous Shrub Swamp
2288,16280,70,7016280,Western North American Boreal Low Shrub-Tussock Tundra
2289,16290,70,7016290,Western North American Boreal Tussock Tundra
2290,16300,70,7016300,Western North American Boreal Wet Black Spruce-Tussock Woodland
2291,16310,70,7016310,Western North American Boreal Alpine Dwarf-Shrub Summit
2293,16330,70,7016330,Western North American Boreal Alpine Mesic Herbaceous Meadow
2294,16351,70,7016351,Western North American Boreal Alpine Ericaceous Dwarf-Shrubland - Complex
2295,16372,70,7016372,Western North American Boreal Alpine Floodplain - Higher Elevations
2296,16011,71,7116011,Western North American Boreal Treeline White Spruce Woodland - Boreal
2297,16030,71,7116030,Western North American Boreal White Spruce-Hardwood Forest
2298,16041,71,7116041,Western North American Boreal Mesic Black Spruce Forest - Boreal
2299,16050,71,7116050,Western North American Boreal Mesic Birch-Aspen Forest
2300,16061,71,7116061,Western North American Boreal Dry Aspen-Steppe Bluff - Lower Elevations
2301,16062,71,7116062,Western North American Boreal Dry Aspen-Steppe Bluff - Higher Elevations
2302,16080,71,7116080,Alaska Sub-boreal Avalanche Slope Shrubland
2303,16090,71,7116090,Alaska Sub-Boreal Mesic Subalpine Alder Shrubland
2304,16101,71,7116101,Western North American Boreal Mesic Scrub Birch-Willow Shrubland - Boreal
2305,16110,71,7116110,Western North American Sub-boreal Mesic Bluejoint Meadow
2306,16130,71,7116130,Western North American Boreal Active Inland Dune
2307,16141,71,7116141,Western North American Boreal Montane Floodplain Forest and Shrubland - Boreal
2308,16150,71,7116150,Western North American Boreal Lowland Large River Floodplain Forest and Shrubland
2309,16160,71,7116160,Western North American Boreal Riparian Stringer Forest and Shrubland
2310,16170,71,7116170,Western North American Boreal Shrub and Herbaceous Floodplain Wetland
2311,16211,71,7116211,Western North American Boreal Black Spruce Dwarf-tree Peatland - Boreal Complex
2312,16220,71,7116220,Western North American Boreal Black Spruce Wet-Mesic Slope Woodland
2313,16240,71,7116240,Western North American Boreal Deciduous Shrub Swamp
2314,16280,71,7116280,Western North American Boreal Low Shrub-Tussock Tundra
2315,16290,71,7116290,Western North American Boreal Tussock Tundra
2316,16300,71,7116300,Western North American Boreal Wet Black Spruce-Tussock Woodland
2317,16310,71,7116310,Western North American Boreal Alpine Dwarf-Shrub Summit
2318,16330,71,7116330,Western North American Boreal Alpine Mesic Herbaceous Meadow
2319,16351,71,7116351,Western North American Boreal Alpine Ericaceous Dwarf-Shrubland - Complex
2320,16371,71,7116371,Western North American Boreal Alpine Floodplain - Lower Elevations
2321,16372,71,7116372,Western North American Boreal Alpine Floodplain - Higher Elevations
2322,16011,72,7216011,Western North American Boreal Treeline White Spruce Woodland - Boreal
2323,16030,72,7216030,Western North American Boreal White Spruce-Hardwood Forest
2324,16041,72,7216041,Western North American Boreal Mesic Black Spruce Forest - Boreal
2325,16050,72,7216050,Western North American Boreal Mesic Birch-Aspen Forest
2326,16070,72,7216070,Western North American Boreal Subalpine Balsam Poplar-Aspen Woodland
2327,16080,72,7216080,Alaska Sub-boreal Avalanche Slope Shrubland
2328,16090,72,7216090,Alaska Sub-boreal Mesic Subalpine Alder Shrubland
2329,16101,72,7216101,Western North American Boreal Mesic Scrub Birch-Willow Shrubland - Boreal
2330,16110,72,7216110,Western North American Sub-boreal Mesic Bluejoint Meadow
2331,16141,72,7216141,Western North American Boreal Montane Floodplain Forest and Shrubland - Boreal
2332,16150,72,7216150,Western North American Boreal Lowland Large River Floodplain Forest and Shrubland
2333,16160,72,7216160,Western North American Boreal Riparian Stringer Forest and Shrubland
2334,16170,72,7216170,Western North American Boreal Shrub and Herbaceous Floodplain Wetland
2335,16211,72,7216211,Western North American Boreal Black Spruce Dwarf-tree Peatland - Boreal Complex
2336,16220,72,7216220,Western North American Boreal Black Spruce Wet-Mesic Slope Woodland
2337,16240,72,7216240,Western North American Boreal Deciduous Shrub Swamp
2338,16280,72,7216280,Western North American Boreal Low Shrub-Tussock Tundra
2339,16290,72,7216290,Western North American Boreal Tussock Tundra
2340,16300,72,7216300,Western North American Boreal Wet Black Spruce-Tussock Woodland
2341,16310,72,7216310,Western North American Boreal Alpine Dwarf-Shrub Summit
2342,16380,72,7216380,Alaska Arctic Mesic Alder Shrubland
2343,16390,72,7216390,Alaska Arctic Mesic-Wet Willow Shrubland
2344,16530,77,7716530,Alaskan Pacific Maritime Mesic Herbaceous Meadow
2345,16822,72,7216822,Alaska Arctic Scrub Birch-Ericaceous Shrubland - Frequent Fire
2346,16830,72,7216830,Alaska Arctic Mesic Sedge-Willow Tundra
2347,16850,72,7216850,Alaska Arctic Acidic Sparse Tundra
2348,16870,72,7216870,Alaska Arctic Lichen Tundra
2349,16880,72,7216880,Alaska Arctic Acidic Dryas Dwarf-Shrubland
2350,16901,72,7216901,Alaska Arctic Dwarf-Shrubland - Frequent Fire
2351,16941,72,7216941,Alaska Arctic Tussock Tundra - Frequent Fire
2352,16970,72,7216970,Alaska Arctic Pendantgrass Freshwater Marsh
2353,16980,72,7216980,Alaska Arctic Wet Sedge Meadow
2354,16990,72,7216990,Alaska Arctic Mesic Herbaceous Meadow
2355,17010,72,7217010,Alaska Arctic Coastal Sedge-Dwarf-Shrubland
2356,17020,72,7217020,Alaska Arctic Wet Sedge-Sphagnum Peatland
2357,17030,72,7217030,Alaska Arctic Dwarf-Shrub-Sphagnum Peatland
2358,17040,72,7217040,Alaska Arctic Permafrost Plateau Dwarf-Shrub Lichen Tundra
2359,17050,72,7217050,Alaska Arctic Sedge Freshwater Marsh
2360,17060,72,7217060,Alaska Arctic Polygonal Ground Wet Sedge Tundra
2361,17080,72,7217080,Alaska Arctic Polygonal Ground Shrub-Tussock Tundra
2362,17090,72,7217090,Alaska Arctic Marine Beach and Beach Meadow
2363,17110,72,7217110,Alaska Arctic Tidal Marsh
2364,17120,72,7217120,Alaska Arctic Coastal Brackish Meadow
2365,17140,72,7217140,Alaska Arctic Large River Floodplain
2366,17150,72,7217150,Alaska Arctic Floodplain
2367,17170,72,7217170,Alaska Arctic Bedrock and Talus
2368,17320,72,7217320,Aleutian Volcanic Rock and Talus
2369,16011,73,7316011,Western North American Boreal Treeline White Spruce Woodland - Boreal
2370,16012,73,7316012,Western North American Boreal Treeline White Spruce Woodland - Alaska Sub-boreal
2371,16030,73,7316030,Western North American Boreal White Spruce-Hardwood Forest
2372,16041,73,7316041,Western North American Boreal Mesic Black Spruce Forest - Boreal
2373,16042,73,7316042,Western North American Boreal Mesic Black Spruce Forest - Alaska Sub-boreal
2374,16050,73,7316050,Western North American Boreal Mesic Birch-Aspen Forest
2375,16061,73,7316061,Western North American Boreal Dry Aspen-Steppe Bluff - Lower Elevations
2376,16062,73,7316062,Western North American Boreal Dry Aspen-Steppe Bluff - Higher Elevations
2377,16070,73,7316070,Western North American Boreal Subalpine Balsam Poplar-Aspen Woodland
2378,16080,73,7316080,Alaska Sub-boreal Avalanche Slope Shrubland
2379,16090,73,7316090,Alaska Sub-Boreal Mesic Subalpine Alder Shrubland
2380,16101,73,7316101,Western North American Boreal Mesic Scrub Birch-Willow Shrubland - Boreal
2381,16102,73,7316102,Western North American Boreal Mesic Scrub Birch-Willow Shrubland - Alaska Sub-boreal
2382,16110,73,7316110,Western North American Sub-boreal Mesic Bluejoint Meadow
2383,16120,73,7316120,Western North American Boreal Dry Grassland
2384,16141,73,7316141,Western North American Boreal Montane Floodplain Forest and Shrubland - Boreal
2385,16142,73,7316142,Western North American Boreal Montane Floodplain Forest and Shrubland - Alaska Sub-boreal
2386,16150,73,7316150,Western North American Boreal Lowland Large River Floodplain Forest and Shrubland
2387,16160,73,7316160,Western North American Boreal Riparian Stringer Forest and Shrubland
2388,16170,73,7316170,Western North American Boreal Shrub and Herbaceous Floodplain Wetland
2389,16181,73,7316181,Western North American Boreal Herbaceous Fen - Alaska Sub-Boreal Complex
2390,16211,73,7316211,Western North American Boreal Black Spruce Dwarf-tree Peatland - Boreal Complex
2391,16212,73,7316212,Western North American Boreal Black Spruce Dwarf-tree Peatland - Alaska Sub-boreal Complex
2392,16220,73,7316220,Western North American Boreal Black Spruce Wet-Mesic Slope Woodland
2393,16240,73,7316240,Western North American Boreal Deciduous Shrub Swamp
2394,16280,73,7316280,Western North American Boreal Low Shrub-Tussock Tundra
2395,16290,73,7316290,Western North American Boreal Tussock Tundra
2396,16300,73,7316300,Western North American Boreal Wet Black Spruce-Tussock Woodland
2397,16310,73,7316310,Western North American Boreal Alpine Dwarf-Shrub Summit
2399,16330,73,7316330,Western North American Boreal Alpine Mesic Herbaceous Meadow
2400,16351,73,7316351,Western North American Boreal Alpine Ericaceous Dwarf-Shrubland - Complex
2401,16371,73,7316371,Western North American Boreal Alpine Floodplain - Lower Elevations
2402,16372,73,7316372,Western North American Boreal Alpine Floodplain - Higher Elevations
2403,16420,73,7316420,Aleutian Kenai Birch-Cottonwood-Poplar Forest
2404,16430,73,7316430,Alaskan Pacific Maritime Alpine Dwarf-Shrubland
2405,16450,73,7316450,Alaska Sub-boreal and Maritime Alpine Mesic Herbaceous Meadow
2406,16440,73,7316440,Alaskan Pacific Maritime Sitka Spruce Forest
2407,16460,77,7716460,Alaskan Pacific Maritime Western Hemlock Forest
2408,16482,78,7816482,Alaskan Pacific Maritime Mountain Hemlock Forest - Southeast
2409,16790,73,7316790,Alaska Sub-boreal White Spruce-Hardwood Forest
2410,16011,74,7416011,Western North American Boreal Treeline White Spruce Woodland - Boreal
2411,16012,74,7416012,Western North American Boreal Treeline White Spruce Woodland - Alaska Sub-boreal
2412,16030,74,7416030,Western North American Boreal White Spruce-Hardwood Forest
2413,16041,74,7416041,Western North American Boreal Mesic Black Spruce Forest - Boreal
2414,16042,74,7416042,Western North American Boreal Mesic Black Spruce Forest - Alaska Sub-boreal
2415,16050,74,7416050,Western North American Boreal Mesic Birch-Aspen Forest
2416,16061,74,7416061,Western North American Boreal Dry Aspen-Steppe Bluff - Lower Elevations
2417,16062,74,7416062,Western North American Boreal Dry Aspen-Steppe Bluff - Higher Elevations
2418,16070,74,7416070,Western North American Boreal Subalpine Balsam Poplar-Aspen Woodland
2419,16080,74,7416080,Alaska Sub-boreal Avalanche Slope Shrubland
2420,16090,74,7416090,Alaska Sub-Boreal Mesic Subalpine Alder Shrubland
2421,16101,74,7416101,Western North American Boreal Mesic Scrub Birch-Willow Shrubland - Boreal
2422,16102,74,7416102,Western North American Boreal Mesic Scrub Birch-Willow Shrubland - Alaska Sub-boreal
2423,16110,74,7416110,Western North American Sub-boreal Mesic Bluejoint Meadow
2424,16120,74,7416120,Western North American Boreal Dry Grassland
2425,16130,74,7416130,Western North American Boreal Active Inland Dune
2426,16141,74,7416141,Western North American Boreal Montane Floodplain Forest and Shrubland - Boreal
2427,16142,74,7416142,Western North American Boreal Montane Floodplain Forest and Shrubland - Alaska Sub-boreal
2428,16150,74,7416150,Western North American Boreal Lowland Large River Floodplain Forest and Shrubland
2429,16160,74,7416160,Western North American Boreal Riparian Stringer Forest and Shrubland
2430,16170,74,7416170,Western North American Boreal Shrub and Herbaceous Floodplain Wetland
2431,16181,74,7416181,Western North American Boreal Herbaceous Fen - Alaska Sub-Boreal Complex
2432,16211,74,7416211,Western North American Boreal Black Spruce Dwarf-tree Peatland - Boreal Complex
2433,16212,74,7416212,Western North American Boreal Black Spruce Dwarf-tree Peatland - Alaska Sub-boreal Complex
2434,16220,74,7416220,Western North American Boreal Black Spruce Wet-Mesic Slope Woodland
2435,16240,74,7416240,Western North American Boreal Deciduous Shrub Swamp
2436,16280,74,7416280,Western North American Boreal Low Shrub-Tussock Tundra
2437,16290,74,7416290,Western North American Boreal Tussock Tundra
2438,16300,74,7416300,Western North American Boreal Wet Black Spruce-Tussock Woodland
2439,16310,74,7416310,Western North American Boreal Alpine Dwarf-Shrub Summit
2441,16330,74,7416330,Western North American Boreal Alpine Mesic Herbaceous Meadow
2442,16351,74,7416351,Western North American Boreal Alpine Ericaceous Dwarf-Shrubland - Complex
2443,16371,74,7416371,Western North American Boreal Alpine Floodplain - Lower Elevations
2444,16372,74,7416372,Western North American Boreal Alpine Floodplain - Higher Elevations
2445,16460,78,7816460,Alaskan Pacific Maritime Western Hemlock Forest
2446,16790,74,7416790,Alaska Sub-boreal White Spruce-Hardwood Forest
2447,16011,75,7516011,Western North American Boreal Treeline White Spruce Woodland - Boreal
2448,16030,75,7516030,Western North American Boreal White Spruce-Hardwood Forest
2449,16042,75,7516042,Western North American Boreal Mesic Black Spruce Forest - Alaska Sub-boreal
2450,16070,75,7516070,Western North American Boreal Subalpine Balsam Poplar-Aspen Woodland
2451,16080,75,7516080,Alaska Sub-boreal Avalanche Slope Shrubland
2452,16090,75,7516090,Alaska Sub-Boreal Mesic Subalpine Alder Shrubland
2453,16102,75,7516102,Western North American Boreal Mesic Scrub Birch-Willow Shrubland - Alaska Sub-boreal
2454,16110,75,7516110,Western North American Sub-boreal Mesic Bluejoint Meadow
2455,16120,75,7516120,Western North American Boreal Dry Grassland
2456,16142,75,7516142,Western North American Boreal Montane Floodplain Forest and Shrubland - Alaska Sub-boreal
2457,16160,75,7516160,Western North American Boreal Riparian Stringer Forest and Shrubland
2458,16170,75,7516170,Western North American Boreal Shrub and Herbaceous Floodplain Wetland
2459,16181,75,7516181,Western North American Boreal Herbaceous Fen - Alaska Sub-Boreal Complex
2460,16212,75,7516212,Western North American Boreal Black Spruce Dwarf-tree Peatland - Alaska Sub-boreal Complex
2461,16220,75,7516220,Western North American Boreal Black Spruce Wet-Mesic Slope Woodland
2462,16240,75,7516240,Western North American Boreal Deciduous Shrub Swamp
2463,16280,75,7516280,Western North American Boreal Low Shrub-Tussock Tundra
2464,16290,75,7516290,Western North American Boreal Tussock Tundra
2465,16310,75,7516310,Western North American Boreal Alpine Dwarf-Shrub Summit
2467,16351,75,7516351,Western North American Boreal Alpine Ericaceous Dwarf-Shrubland - Complex
2468,16371,75,7516371,Western North American Boreal Alpine Floodplain - Lower Elevations
2469,16372,75,7516372,Western North American Boreal Alpine Floodplain - Higher Elevations
2470,16430,75,7516430,Alaskan Pacific Maritime Alpine Dwarf-Shrubland
2471,16481,73,7316481,Alaska Sub-boreal Mountain Hemlock Forest - Northern
2472,16481,75,7516481,Alaskan Pacific Maritime Mountain Hemlock Forest - Northern
2473,16500,77,7716500,Alaskan Pacific Maritime Periglacial Woodland and Shrubland
2474,16600,76,7616600,Alaskan Pacific Maritime Wet Low Shrubland
2476,16680,75,7516680,Temperate Pacific Tidal Salt and Brackish Marsh
2477,16730,75,7516730,Alaskan Pacific Maritime Alpine Wet Meadow
2478,16760,75,7516760,Alaskan Pacific Maritime Alpine Floodplain
2479,16780,75,7516780,Alaska Sub-boreal Mountain Hemlock-White Spruce Forest
2480,16790,75,7516790,Alaska Sub-boreal White Spruce-Hardwood Forest
2481,17340,75,7517340,North Pacific Alpine and Subalpine Bedrock and Scree
2482,16011,76,7616011,Western North American Boreal Treeline White Spruce Woodland - Boreal
2483,16012,76,7616012,Western North American Boreal Treeline White Spruce Woodland - Alaska Sub-boreal
2484,16030,76,7616030,Western North American Boreal White Spruce-Hardwood Forest
2485,16041,76,7616041,Western North American Boreal Mesic Black Spruce Forest - Boreal
2486,16042,76,7616042,Western North American Boreal Mesic Black Spruce Forest - Alaska Sub-boreal
2487,16050,76,7616050,Western North American Boreal Mesic Birch-Aspen Forest
2488,16070,76,7616070,Western North American Boreal Subalpine Balsam Poplar-Aspen Woodland
2489,16080,76,7616080,Alaska Sub-boreal Avalanche Slope Shrubland
2490,16101,76,7616101,Western North American Boreal Mesic Scrub Birch-Willow Shrubland - Boreal
2491,16150,76,7616150,Western North American Boreal Lowland Large River Floodplain Forest and Shrubland
2492,16170,76,7616170,Western North American Boreal Shrub and Herbaceous Floodplain Wetland
2493,16181,76,7616181,Western North American Boreal Herbaceous Fen - Alaska Sub-Boreal Complex
2494,16211,76,7616211,Western North American Boreal Black Spruce Dwarf-Tree Peatland - Boreal Complex
2495,16212,76,7616212,Western North American Boreal Black Spruce Dwarf-Tree Peatland - Alaska Sub-boreal Complex
2496,16220,76,7616220,Western North American Boreal Black Spruce Wet-Mesic Slope Woodland
2497,16290,76,7616290,Western North American Boreal Tussock Tundra
2498,16371,76,7616371,Western North American Boreal Alpine Floodplain - Lower Elevations
2499,16380,76,7616380,Alaska Arctic Mesic Alder Shrubland
2500,16390,76,7616390,Alaska Arctic Mesic-Wet Willow Shrubland
2501,16400,76,7616400,Aleutian Mesic-Wet Willow Shrubland
2502,16420,76,7616420,Aleutian Kenai Birch-Cottonwood-Poplar Forest
2503,16450,74,7416450,Alaska Sub-boreal and Maritime Alpine Mesic Herbaceous Meadow
2504,16440,76,7616440,Alaskan Pacific Maritime Sitka Spruce Forest
2505,16530,78,7816530,Alaskan Pacific Maritime Mesic Herbaceous Meadow
2506,16550,78,7816550,Alaskan Pacific Maritime Floodplain Forest and Shrubland
2508,16630,76,7616630,North Pacific Shrub Swamp
2509,16680,76,7616680,Temperate Pacific Tidal Salt and Brackish Marsh
2510,16700,76,7616700,North Pacific Maritime Eelgrass Bed
2511,16710,76,7616710,Aleutian American Dunegrass Grassland
2512,16790,76,7616790,Alaska Sub-boreal White Spruce-Hardwood Forest
2513,16821,76,7616821,Alaska Arctic Scrub Birch-Ericaceous Shrubland - Infrequent Fire
2514,16830,76,7616830,Alaska Arctic Mesic Sedge-Willow Tundra
2515,16850,76,7616850,Alaska Arctic Acidic Sparse Tundra
2516,16870,76,7616870,Alaska Arctic Lichen Tundra
2517,16901,76,7616901,Alaska Arctic Dwarf-Shrubland - Frequent Fire
2518,16942,76,7616942,Alaska Arctic Tussock Tundra - Infrequent Fire
2519,16980,76,7616980,Alaska Arctic Wet Sedge Meadow
2520,16990,76,7616990,Alaska Arctic Mesic Herbaceous Meadow
2521,17010,76,7617010,Alaska Arctic Coastal Sedge-Dwarf-Shrubland
2522,17020,76,7617020,Alaska Arctic Wet Sedge-Sphagnum Peatland
2523,17050,76,7617050,Alaska Arctic Sedge Freshwater Marsh
2524,17090,76,7617090,Alaska Arctic Marine Beach and Beach Meadow
2525,17110,76,7617110,Alaska Arctic Tidal Marsh
2526,17120,76,7617120,Alaska Arctic Coastal Brackish Meadow
2527,17150,76,7617150,Alaska Arctic Floodplain
2528,17160,76,7617160,Aleutian Rocky Headland and Sea Cliff
2529,17180,76,7617180,Aleutian Mesic Alder-Salmonberry Shrubland
2530,17190,76,7617190,Aleutian Crowberry-Herbaceous Heath
2531,17200,76,7617200,Aleutian Mixed Dwarf-Shrub-Herbaceous Shrubland
2532,17220,76,7617220,Aleutian Freshwater Marsh
2533,17230,76,7617230,Aleutian Wet Meadow and Herbaceous Peatland - Complex
2534,17250,76,7617250,Aleutian Marine Beach and Beach Meadow
2535,17260,76,7617260,Aleutian Tidal Marsh
2536,17270,76,7617270,Aleutian Shrub and Herbaceous Meadow Floodplain
2537,17280,76,7617280,Aleutian Floodplain Forest and Shrubland
2538,17290,76,7617290,Aleutian Floodplain Wetland
2539,17300,76,7617300,Aleutian Sparse Heath and Fell-Field
2540,17310,76,7617310,Aleutian Oval-leaf Blueberry Shrubland
2541,17320,76,7617320,Aleutian Volcanic Rock and Talus
2542,16012,77,7716012,Western North American Boreal Treeline White Spruce Woodland - Alaska Sub-boreal
2543,16030,77,7716030,Western North American Boreal White Spruce-Hardwood Forest
2544,16042,77,7716042,Western North American Boreal Mesic Black Spruce Forest - Alaska Sub-boreal
2545,16070,77,7716070,Western North American Boreal Subalpine Balsam Poplar-Aspen Woodland
2546,16102,77,7716102,Western North American Boreal Mesic Scrub Birch-Willow Shrubland - Alaska Sub-boreal
2547,16430,77,7716430,Alaskan Pacific Maritime Alpine Dwarf-Shrubland
2548,16440,77,7716440,Alaskan Pacific Maritime Sitka Spruce Forest
2549,16450,75,7516450,Alaska Sub-boreal and Maritime Alpine Mesic Herbaceous Meadow
2550,16481,77,7716481,Alaskan Pacific Maritime Mountain Hemlock Forest - Northern
2551,16500,78,7816500,Alaskan Pacific Maritime Periglacial Woodland and Shrubland
2552,16520,77,7716520,Alaskan Pacific Maritime Subalpine Alder-Salmonberry Shrubland
2553,16540,76,7616540,Alaskan Pacific Maritime Sitka Spruce Beach Ridge
2554,16540,78,7816540,Alaskan Pacific Maritime Sitka Spruce Beach Ridge
2555,16560,77,7716560,Alaskan Pacific Maritime Shrub and Herbaceous Floodplain Wetland
2556,16590,75,7516590,Alaskan Pacific Maritime Mountain Hemlock Peatland
2557,16590,78,7816590,Alaskan Pacific Maritime Mountain Hemlock Peatland
2558,16600,77,7716600,Alaskan Pacific Maritime Wet Low Shrubland
2560,16610,77,7716610,Alaskan Pacific Maritime Fen and Wet Meadow
2561,16620,77,7716620,Temperate Pacific Freshwater Emergent Marsh
2562,16630,77,7716630,North Pacific Shrub Swamp
2563,16650,77,7716650,Alaskan Pacific Maritime Coastal Meadow and Slough-Levee
2564,16680,77,7716680,Temperate Pacific Tidal Salt and Brackish Marsh
2565,16730,77,7716730,Alaskan Pacific Maritime Alpine Wet Meadow
2566,16760,77,7716760,Alaskan Pacific Maritime Alpine Floodplain
2567,16790,77,7716790,Alaska Sub-boreal White Spruce-Hardwood Forest
2568,16800,77,7716800,Alaskan Pacific Maritime Avalanche Slope Shrubland
2569,16810,77,7716810,Alaskan Pacific Maritime Poorly Drained Conifer Woodland
2570,16430,78,7816430,Alaskan Pacific Maritime Alpine Dwarf-Shrubland
2571,16440,78,7816440,Alaskan Pacific Maritime Sitka Spruce Forest
2572,16460,75,7516460,Alaskan Pacific Maritime Western Hemlock Forest
2573,16481,78,7816481,Alaskan Pacific Maritime Mountain Hemlock Forest - Northern
2574,16510,72,7216510,Aleutian Mesic Herbaceous Meadow
2575,16510,76,7616510,Aleutian Mesic Herbaceous Meadow
2576,16520,78,7816520,Alaskan Pacific Maritime Subalpine Alder-Salmonberry Shrubland
2577,16540,77,7716540,Alaskan Pacific Maritime Sitka Spruce Beach Ridge
2578,16550,77,7716550,Alaskan Pacific Maritime Floodplain Forest and Shrubland
2579,16570,78,7816570,Alaskan Pacific Maritime Shore Pine Peatland
2580,16590,77,7716590,Alaskan Pacific Maritime Mountain Hemlock Peatland
2581,16600,75,7516600,Alaskan Pacific Maritime Wet Low Shrub
2582,16600,78,7816600,Alaskan Pacific Maritime Wet Low Shrubland
2584,16610,78,7816610,Alaskan Pacific Maritime Fen and Wet Meadow
2585,16620,78,7816620,Temperate Pacific Freshwater Emergent Marsh
2586,16630,78,7816630,North Pacific Shrub Swamp
2587,16650,78,7816650,Alaskan Pacific Maritime Coastal Meadow and Slough-Levee
2588,16680,78,7816680,Temperate Pacific Tidal Salt and Brackish Marsh
2589,16730,78,7816730,Alaskan Pacific Maritime Alpine Wet Meadow
2590,16800,78,7816800,Alaskan Pacific Maritime Avalanche Slope Shrubland
2591,16810,78,7816810,Alaskan Pacific Maritime Poorly Drained Conifer Woodland
2592,16320,73,7316320,Western North American Boreal Alpine Talus and Bedrock
2593,16320,74,7416320,Western North American Boreal Alpine Talus and Bedrock
